"state_code","State.Name","County.Name","Tenure","Housing.cost.burden.is.greater.than.30..but.less.than.or.equal.to.50.","Housing.cost.burden.is.greater.than.50.","Housing.cost.burden.is.less.than.or.equal.to.30.","Housing.cost.burden.not.computed..household.has.no.negative.income.","Total.Households","Chronically Homeless","Chronically Homeless Individuals","Chronically Homeless People in Families","Homeless Individuals","Homeless People in Families","Homeless Veterans","Sheltered Chronically Homeless","Sheltered Chronically Homeless Individuals","Sheltered Chronically Homeless People in Families","Sheltered Homeless","Sheltered Homeless Individuals","Sheltered Homeless People in Families","Sheltered Homeless Veterans","Total Homeless","Unsheltered Chronically Homeless","Unsheltered Chronically Homeless Individuals","Unsheltered Chronically Homeless People in Families","Unsheltered Homeless","Unsheltered Homeless Individuals","Unsheltered Homeless People in Families","Unsheltered Homeless Veterans"
"IL","Illinois","Brown County","Owner occupied","199","57","1,284","10","1,550",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Brown County","Renter occupied","53","53","449","8","563",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Bureau County","Owner occupied","1,432","817","8,585","60","10,894",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Bureau County","Renter occupied","718","518","2,264","10","3,510",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Calhoun County","Owner occupied","137","152","1,352","4","1,645",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Calhoun County","Renter occupied","72","64","289","0","425",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Carroll County","Owner occupied","682","408","4,134","27","5,251",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Carroll County","Renter occupied","252","334","1,074","4","1,664",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Cass County","Owner occupied","395","248","2,925","19","3,587",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Cass County","Renter occupied","218","307","952","14","1,491",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Champaign County","Owner occupied","5,195","3,100","34,549","215","43,059",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Champaign County","Renter occupied","7,590","11,610","14,739","1,895","35,834",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Christian County","Owner occupied","1,093","843","8,514","24","10,474",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Christian County","Renter occupied","699","644","2,114","115","3,572",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Clark County","Owner occupied","532","249","4,343","14","5,138",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Clark County","Renter occupied","333","210","972","0","1,515",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Clay County","Owner occupied","502","339","3,318","30","4,189",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Clay County","Renter occupied","129","270","916","35","1,350",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Clinton County","Owner occupied","1,640","600","9,025","33","11,298",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Hancock County","Renter occupied","265","200","1,089","49","1,603",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Hardin County","Owner occupied","166","103","1,179","0","1,448",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Hardin County","Renter occupied","77","40","267","25","409",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Henderson County","Owner occupied","276","165","2,083","15","2,539",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Henderson County","Renter occupied","66","105","443","4","618",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Henry County","Owner occupied","1,699","962","13,280","70","16,011",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Henry County","Renter occupied","749","695","2,850","129","4,423",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Iroquois County","Owner occupied","1,188","562","7,189","44","8,983",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Iroquois County","Renter occupied","615","543","1,683","29","2,870",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Jackson County","Owner occupied","1,439","848","10,403","214","12,904",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Jackson County","Renter occupied","2,083","3,889","4,243","605","10,820",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Jasper County","Owner occupied","446","173","2,669","20","3,308",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Jasper County","Renter occupied","48","140","510","0","698",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Jefferson County","Owner occupied","1,368","721","9,173","83","11,345",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Jefferson County","Renter occupied","739","957","2,264","47","4,007",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Jersey County","Owner occupied","825","299","5,810","29","6,963",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Jersey County","Renter occupied","380","294","999","15","1,688",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Jo Daviess County","Owner occupied","1,194","776","5,753","23","7,746",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Jo Daviess County","Renter occupied","251","313","1,569","0","2,133",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Johnson County","Owner occupied","372","258","2,836","59","3,525",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Johnson County","Renter occupied","116","92","562","4","774",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Kane County","Owner occupied","30,190","17,270","81,935","410","129,805",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Kane County","Renter occupied","9,965","9,595","19,485","660","39,705",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Kankakee County","Owner occupied","5,115","2,704","20,670","230","28,719",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Kankakee County","Renter occupied","2,827","3,078","6,170","295","12,370",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Kendall County","Owner occupied","7,440","3,709","20,555","75","31,779",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Kendall County","Renter occupied","1,267","1,015","2,813","19","5,114",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Knox County","Owner occupied","1,609","1,068","12,054","80","14,811",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Knox County","Renter occupied","1,439","1,655","3,603","200","6,897",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Lake County","Owner occupied","40,335","25,170","120,085","665","186,255",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Lake County","Renter occupied","12,355","12,420","28,100","830","53,705",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","LaSalle County","Owner occupied","5,065","2,982","26,290","90","34,427",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","LaSalle County","Renter occupied","1,924","2,024","6,415","234","10,597",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Lawrence County","Owner occupied","477","242","3,363","22","4,104",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Lawrence County","Renter occupied","282","189","1,194","50","1,715",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Lee County","Owner occupied","1,417","899","7,882","65","10,263",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Lee County","Renter occupied","562","518","2,374","18","3,472",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Livingston County","Owner occupied","1,504","675","8,790","38","11,007",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Livingston County","Renter occupied","450","579","2,328","144","3,501",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Logan County","Owner occupied","633","495","6,969","14","8,111",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Logan County","Renter occupied","489","548","1,728","89","2,854",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","McDonough County","Owner occupied","747","565","6,403","70","7,785",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","McDonough County","Renter occupied","933","2,008","1,908","210","5,059",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","McHenry County","Owner occupied","21,030","12,220","57,130","465","90,845",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","McHenry County","Renter occupied","4,259","4,035","8,870","350","17,514",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","McLean County","Owner occupied","5,210","2,140","35,575","94","43,019",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","McLean County","Renter occupied","3,605","4,948","11,370","495","20,418",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Macon County","Owner occupied","3,325","1,770","25,995","150","31,240",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Macon County","Renter occupied","2,855","2,659","7,295","499","13,308",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Macoupin County","Owner occupied","1,927","1,018","12,093","75","15,113",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Macoupin County","Renter occupied","775","671","2,805","58","4,309",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Madison County","Owner occupied","10,240","5,705","62,894","585","79,424",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Madison County","Renter occupied","6,360","6,980","13,335","680","27,355",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Marion County","Owner occupied","1,594","815","9,469","70","11,948",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Marion County","Renter occupied","972","695","2,409","105","4,181",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Marshall County","Owner occupied","531","260","3,388","4","4,183",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Marshall County","Renter occupied","190","139","536","4","869",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Mason County","Owner occupied","566","366","4,162","15","5,109",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Mason County","Renter occupied","242","264","820","4","1,330",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Massac County","Owner occupied","605","469","3,743","20","4,837",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Massac County","Renter occupied","288","183","878","60","1,409",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Menard County","Owner occupied","413","182","3,434","25","4,054",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Menard County","Renter occupied","139","156","622","4","921",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Mercer County","Owner occupied","722","296","4,472","18","5,508",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Mercer County","Renter occupied","168","163","1,039","10","1,380",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Monroe County","Owner occupied","1,470","627","7,880","10","9,987",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Monroe County","Renter occupied","559","187","1,584","0","2,330",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Montgomery County","Owner occupied","917","683","7,245","49","8,894",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Montgomery County","Renter occupied","502","415","1,742","90","2,749",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Morgan County","Owner occupied","907","518","8,280","90","9,795",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Morgan County","Renter occupied","1,049","707","2,388","59","4,203",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Moultrie County","Owner occupied","507","226","3,672","14","4,419",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Moultrie County","Renter occupied","199","65","924","8","1,196",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Ogle County","Owner occupied","2,394","1,198","11,774","49","15,415",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Ogle County","Renter occupied","938","749","3,528","24","5,239",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Peoria County","Owner occupied","6,304","3,289","41,140","230","50,963",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Peoria County","Renter occupied","5,055","5,438","13,205","765","24,463",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Perry County","Owner occupied","648","458","5,284","89","6,479",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Perry County","Renter occupied","379","300","941","155","1,775",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Piatt County","Owner occupied","580","285","4,543","8","5,416",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Piatt County","Renter occupied","146","140","801","25","1,112",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Pike County","Owner occupied","566","325","4,318","8","5,217",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Pike County","Renter occupied","254","173","1,003","45","1,475",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Pope County","Owner occupied","193","52","1,172","0","1,417",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Pope County","Renter occupied","56","89","325","0","470",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Pulaski County","Owner occupied","243","194","1,411","38","1,886",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Crawford County","Owner occupied","483","374","5,361","15","6,233",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Crawford County","Renter occupied","203","390","974","8","1,575",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Cumberland County","Owner occupied","331","231","2,771","34","3,367",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Cumberland County","Renter occupied","174","53","553","18","798",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","DeKalb County","Owner occupied","4,815","2,785","16,200","59","23,859",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","DeKalb County","Renter occupied","2,998","4,224","6,615","325","14,162",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","De Witt County","Owner occupied","422","278","4,478","39","5,217",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","De Witt County","Renter occupied","219","184","1,068","35","1,506",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Douglas County","Owner occupied","696","275","4,925","15","5,911",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Douglas County","Renter occupied","260","473","902","15","1,650",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","DuPage County","Owner occupied","51,625","31,565","170,095","1,300","254,585",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","DuPage County","Renter occupied","19,590","15,570","44,630","1,275","81,065",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Edgar County","Owner occupied","476","447","5,022","49","5,994",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Edgar County","Renter occupied","312","363","1,199","20","1,894",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Edwards County","Owner occupied","260","140","1,799","14","2,213",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Edwards County","Renter occupied","95","82","413","4","594",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Effingham County","Owner occupied","1,249","638","8,730","95","10,712",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Effingham County","Renter occupied","484","357","1,852","75","2,768",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Fayette County","Owner occupied","747","435","5,323","49","6,554",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Fayette County","Renter occupied","314","224","1,162","24","1,724",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Ford County","Owner occupied","538","287","3,653","25","4,503",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Ford County","Renter occupied","156","170","898","0","1,224",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Franklin County","Owner occupied","1,512","918","10,069","104","12,603",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Franklin County","Renter occupied","612","674","2,114","69","3,469",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Fulton County","Owner occupied","1,307","628","9,229","110","11,274",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Fulton County","Renter occupied","838","774","1,829","14","3,455",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Gallatin County","Owner occupied","215","91","1,514","15","1,835",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Gallatin County","Renter occupied","97","37","408","0","542",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Greene County","Owner occupied","601","233","3,604","29","4,467",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Greene County","Renter occupied","126","203","1,011","20","1,360",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Grundy County","Owner occupied","2,450","1,303","10,084","28","13,865",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Grundy County","Renter occupied","768","1,104","2,498","85","4,455",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Hamilton County","Owner occupied","238","135","2,486","20","2,879",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Hamilton County","Renter occupied","190","44","358","15","607",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Hancock County","Owner occupied","730","491","5,143","8","6,372",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Warren County","Owner occupied","501","535","3,964","0","5,000",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Warren County","Renter occupied","388","344","1,113","40","1,885",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
"IL","Illinois","Washington County","Owner occupied","553","319","4,030","12","4,914",2563,11980,163,40225,32445,1081,1483,7262,90,58799,28780,30019,765,72670,1080,4718,73,13871,11445,2426,316
