"state_code","State.Name","County.Name","Tenure","Housing.cost.burden.is.greater.than.30..but.less.than.or.equal.to.50.","Housing.cost.burden.is.greater.than.50.","Housing.cost.burden.is.less.than.or.equal.to.30.","Housing.cost.burden.not.computed..household.has.no.negative.income.","Total.Households","Chronically Homeless","Chronically Homeless Individuals","Chronically Homeless People in Families","Homeless Individuals","Homeless People in Families","Homeless Veterans","Sheltered Chronically Homeless","Sheltered Chronically Homeless Individuals","Sheltered Chronically Homeless People in Families","Sheltered Homeless","Sheltered Homeless Individuals","Sheltered Homeless People in Families","Sheltered Homeless Veterans","Total Homeless","Unsheltered Chronically Homeless","Unsheltered Chronically Homeless Individuals","Unsheltered Chronically Homeless People in Families","Unsheltered Homeless","Unsheltered Homeless Individuals","Unsheltered Homeless People in Families","Unsheltered Homeless Veterans"
"NY","New York","Saratoga County","Owner occupied","10,085","5,475","48,850","254","64,664",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Saratoga County","Renter occupied","5,025","4,450","13,479","145","23,099",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Schenectady County","Owner occupied","6,620","3,779","29,018","195","39,612",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Schenectady County","Renter occupied","3,555","5,035","9,625","425","18,640",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Schoharie County","Owner occupied","1,598","675","7,494","58","9,825",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Schoharie County","Renter occupied","704","819","1,440","10","2,973",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Schuyler County","Owner occupied","814","453","4,773","19","6,059",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Schuyler County","Renter occupied","252","221","1,069","4","1,546",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Seneca County","Owner occupied","1,570","991","7,397","33","9,991",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Seneca County","Renter occupied","642","684","1,903","49","3,278",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Steuben County","Owner occupied","3,425","2,169","23,669","200","29,463",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Steuben County","Renter occupied","2,424","2,562","6,475","160","11,621",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Suffolk County","Owner occupied","98,380","74,255","226,530","2,200","401,365",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Suffolk County","Renter occupied","23,955","26,750","42,865","1,725","95,295",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Sullivan County","Owner occupied","3,683","3,229","12,620","134","19,666",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Sullivan County","Renter occupied","1,850","2,407","5,260","235","9,752",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Tioga County","Owner occupied","2,193","1,218","12,720","89","16,220",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Tioga County","Renter occupied","713","728","2,769","50","4,260",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Tompkins County","Owner occupied","2,853","1,734","16,660","65","21,312",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Tompkins County","Renter occupied","3,600","5,120","7,375","1,130","17,225",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Ulster County","Owner occupied","9,765","6,945","31,560","240","48,510",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Ulster County","Renter occupied","4,689","5,930","10,590","305","21,514",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Warren County","Owner occupied","3,155","2,169","14,255","115","19,694",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Warren County","Renter occupied","1,929","2,059","4,659","35","8,682",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Washington County","Owner occupied","3,010","1,929","13,309","75","18,323",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Washington County","Renter occupied","1,398","1,473","3,434","64","6,369",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Wayne County","Owner occupied","4,190","2,024","21,965","120","28,299",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Otsego County","Renter occupied","1,322","2,108","3,232","188","6,850",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Putnam County","Owner occupied","6,524","5,030","17,615","50","29,219",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Putnam County","Renter occupied","1,188","1,625","2,903","95","5,811",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Queens County","Owner occupied","66,985","77,735","199,770","2,600","347,090",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Queens County","Renter occupied","95,210","114,624","207,595","8,605","426,034",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Rensselaer County","Owner occupied","6,315","4,039","31,229","144","41,727",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Yates County","Renter occupied","365","533","1,232","15","2,145",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Albany County","Renter occupied","9,860","12,164","26,875","1,149","50,048",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Allegany County","Owner occupied","1,690","1,034","11,319","64","14,107",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Allegany County","Renter occupied","958","1,198","2,659","29","4,844",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Bronx County","Owner occupied","17,930","20,740","55,640","590","94,900",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Bronx County","Renter occupied","80,915","114,930","174,160","7,010","377,015",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Broome County","Owner occupied","6,760","4,119","42,335","280","53,494",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Broome County","Renter occupied","5,345","6,840","13,639","930","26,754",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Cattaraugus County","Owner occupied","3,179","1,980","18,205","115","23,479",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Cattaraugus County","Renter occupied","1,968","1,852","5,025","80","8,925",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Cayuga County","Owner occupied","3,209","1,744","17,865","144","22,962",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Cayuga County","Renter occupied","1,437","1,867","5,364","163","8,831",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Chautauqua County","Owner occupied","5,510","2,960","29,564","340","38,374",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Chautauqua County","Renter occupied","3,383","4,063","9,114","565","17,125",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Chemung County","Owner occupied","2,985","1,370","19,300","180","23,835",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Chemung County","Renter occupied","1,965","3,195","6,275","235","11,670",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Chenango County","Owner occupied","2,109","1,277","11,905","110","15,401",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Chenango County","Renter occupied","898","863","2,808","64","4,633",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Clinton County","Owner occupied","2,779","1,934","17,035","104","21,852",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Clinton County","Renter occupied","2,175","1,964","5,425","135","9,699",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Columbia County","Owner occupied","3,175","2,428","13,278","59","18,940",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Columbia County","Renter occupied","1,443","1,134","4,090","55","6,722",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Cortland County","Owner occupied","1,718","967","9,130","49","11,864",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Cortland County","Renter occupied","1,090","1,327","3,489","145","6,051",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Delaware County","Owner occupied","2,229","1,759","11,234","54","15,276",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Delaware County","Renter occupied","801","804","3,189","83","4,877",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Dutchess County","Owner occupied","16,460","10,145","48,379","315","75,299",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Dutchess County","Renter occupied","6,620","8,870","15,959","385","31,834",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Erie County","Owner occupied","34,520","20,585","193,870","1,270","250,245",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Westchester County","Renter occupied","30,145","35,304","64,000","1,690","131,139",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Wyoming County","Owner occupied","1,558","828","9,337","70","11,793",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Wayne County","Renter occupied","1,789","1,794","4,565","85","8,233",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Westchester County","Owner occupied","42,465","38,540","133,105","675","214,785",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Albany County","Owner occupied","10,810","6,395","56,109","194","73,508",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Wyoming County","Renter occupied","819","729","2,130","104","3,782",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"NY","New York","Yates County","Owner occupied","1,195","818","5,354","38","7,405",4208,23944,368,132015,181829,5765,2070,10416,315,292496,111350,181146,5246,313844,2138,13528,53,21348,20665,683,519
"OH","Ohio","Ashtabula County","Owner occupied","4,274","2,815","20,960","160","28,209",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Auglaize County","Owner occupied","1,679","755","11,465","16","13,915",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Ashtabula County","Renter occupied","2,188","2,528","5,595","255","10,566",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Athens County","Owner occupied","1,729","930","10,074","55","12,788",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Athens County","Renter occupied","1,602","3,930","3,854","345","9,731",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Adams County","Owner occupied","1,298","844","5,635","85","7,862",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Adams County","Renter occupied","657","552","1,715","119","3,043",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Allen County","Owner occupied","3,635","1,980","22,805","95","28,515",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Allen County","Renter occupied","2,488","3,059","6,220","425","12,192",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Ashland County","Owner occupied","2,210","1,420","11,924","159","15,713",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Ashland County","Renter occupied","942","969","2,239","255","4,405",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Fayette County","Owner occupied","1,338","670","5,218","50","7,276",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Fayette County","Renter occupied","1,104","704","2,415","55","4,278",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Franklin County","Owner occupied","44,110","23,985","191,475","1,435","261,005",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Franklin County","Renter occupied","42,520","46,560","102,660","7,765","199,505",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Fulton County","Owner occupied","2,105","1,088","10,035","40","13,268",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Auglaize County","Renter occupied","668","769","2,938","40","4,415",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Belmont County","Owner occupied","2,463","814","18,100","174","21,551",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Belmont County","Renter occupied","1,145","1,229","4,744","94","7,212",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Brown County","Owner occupied","2,219","1,264","9,283","104","12,870",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Brown County","Renter occupied","663","580","1,966","29","3,238",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Butler County","Owner occupied","14,040","8,560","72,850","350","95,800",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Butler County","Renter occupied","8,959","9,865","19,784","714","39,322",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Carroll County","Owner occupied","1,115","890","7,265","28","9,298",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Carroll County","Renter occupied","472","289","1,438","0","2,199",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Champaign County","Owner occupied","1,764","679","8,863","84","11,390",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Champaign County","Renter occupied","797","749","2,260","68","3,874",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Clark County","Owner occupied","5,754","2,805","29,465","235","38,259",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Clark County","Renter occupied","3,450","4,058","8,815","225","16,548",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Clermont County","Owner occupied","8,869","4,230","43,040","195","56,334",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Clermont County","Renter occupied","3,944","2,965","9,760","320","16,989",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Clinton County","Owner occupied","1,909","854","8,629","79","11,471",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Clinton County","Renter occupied","1,049","1,035","2,623","12","4,719",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Columbiana County","Owner occupied","4,089","2,744","24,439","175","31,447",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Columbiana County","Renter occupied","2,098","2,115","6,383","190","10,786",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Coshocton County","Owner occupied","1,400","775","8,579","55","10,809",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Coshocton County","Renter occupied","579","729","2,194","65","3,567",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Crawford County","Owner occupied","1,848","978","9,825","38","12,689",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Crawford County","Renter occupied","1,148","833","3,145","74","5,200",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Cuyahoga County","Owner occupied","58,695","38,140","231,980","1,990","330,805",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Cuyahoga County","Renter occupied","41,470","54,225","102,490","8,225","206,410",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Darke County","Owner occupied","2,280","1,124","12,459","60","15,923",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Darke County","Renter occupied","1,002","773","2,959","55","4,789",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Defiance County","Owner occupied","1,504","767","9,475","70","11,816",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Defiance County","Renter occupied","647","695","1,964","40","3,346",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Delaware County","Owner occupied","7,749","4,215","39,670","110","51,744",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Delaware County","Renter occupied","2,280","1,800","6,770","34","10,884",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Erie County","Owner occupied","3,855","2,003","16,695","65","22,618",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Erie County","Renter occupied","1,929","1,870","5,110","140","9,049",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Fairfield County","Owner occupied","5,905","3,555","30,748","215","40,423",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Fairfield County","Renter occupied","2,923","3,190","7,730","135","13,978",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Lawrence County","Owner occupied","2,120","1,392","14,265","130","17,907",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Lawrence County","Renter occupied","1,243","1,209","3,984","120","6,556",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Licking County","Owner occupied","7,415","3,605","35,765","155","46,940",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Licking County","Renter occupied","3,475","3,185","9,460","240","16,360",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Logan County","Owner occupied","2,119","1,079","10,214","70","13,482",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Logan County","Renter occupied","1,009","864","2,674","59","4,606",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Lorain County","Owner occupied","13,710","7,210","63,310","370","84,600",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Lorain County","Renter occupied","5,709","8,255","16,335","639","30,938",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Lucas County","Owner occupied","18,530","11,020","84,099","935","114,584",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Lucas County","Renter occupied","12,490","17,695","31,800","2,180","64,165",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Madison County","Owner occupied","1,665","854","8,014","23","10,556",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Madison County","Renter occupied","874","789","2,558","10","4,231",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Mahoning County","Owner occupied","10,115","6,385","53,819","415","70,734",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Mahoning County","Renter occupied","6,070","7,045","14,205","705","28,025",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Marion County","Owner occupied","2,350","1,425","13,303","80","17,158",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Marion County","Renter occupied","1,800","1,854","3,925","129","7,708",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Medina County","Owner occupied","8,820","4,225","39,320","240","52,605",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Medina County","Renter occupied","2,990","2,453","6,640","115","12,198",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Meigs County","Owner occupied","882","703","6,094","50","7,729",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
"OH","Ohio","Meigs County","Renter occupied","434","293","1,167","4","1,898",2014,10984,133,38040,24435,1279,1382,8076,94,52639,30762,21877,1083,62475,632,2908,39,9836,7278,2558,196
