State Name,geoid,County Name,Start Year,End Year,Tenure,Housing cost burden is greater than 30% but less than or equal to 50%,Housing cost burden is greater than 50%,Housing cost burden is less than or equal to 30%,Housing cost burden not computed (household has no/negative income),Total Households
District of Columbia,05000US11001,District of Columbia,1/1/2005,1/1/2009,Owner occupied,"29,535","22,780","126,370","27,145","205,830"
District of Columbia,05000US11001,District of Columbia,1/1/2005,1/1/2009,Renter occupied,"19,525","5,545","64,440",0,"89,510"
Alabama,05000US01001,Autauga County,1/1/2005,1/1/2009,Owner occupied,"1,894","1,052","12,364",694,"16,004"
Alabama,05000US01001,Autauga County,1/1/2005,1/1/2009,Renter occupied,680,124,"2,384",0,"3,188"
Alabama,05000US01001,Autauga County,1/1/2006,1/1/2010,Owner occupied,"1,854","1,164","12,184",80,"15,282"
Alabama,05000US01001,Autauga County,1/1/2006,1/1/2010,Renter occupied,821,814,"2,768",30,"4,433"
Alabama,05000US01001,Autauga County,1/1/2007,1/1/2011,Owner occupied,"2,062","1,288","12,120",90,"15,560"
Alabama,05000US01001,Autauga County,1/1/2007,1/1/2011,Renter occupied,877,753,"2,740",50,"4,420"
Alabama,05000US01001,Autauga County,1/1/2008,1/1/2012,Owner occupied,"2,049","1,374","12,010",65,"15,498"
Alabama,05000US01001,Autauga County,1/1/2008,1/1/2012,Renter occupied,928,890,"2,588",55,"4,461"
Alabama,05000US01001,Autauga County,1/1/2009,1/1/2013,Owner occupied,"1,829","1,529","12,030",44,"15,432"
Alabama,05000US01001,Autauga County,1/1/2009,1/1/2013,Renter occupied,"1,097",990,"2,493",75,"4,655"
Alabama,05000US01001,Autauga County,1/1/2010,1/1/2014,Owner occupied,"1,783","1,448","11,950",55,"15,236"
Alabama,05000US01001,Autauga County,1/1/2010,1/1/2014,Renter occupied,"1,095","1,175","2,703",75,"5,048"
Alabama,05000US01003,Baldwin County,1/1/2005,1/1/2009,Owner occupied,"8,300","5,110","43,320","1,950","58,680"
Alabama,05000US01003,Baldwin County,1/1/2005,1/1/2009,Renter occupied,"3,020","1,060","8,445",0,"12,525"
Alabama,05000US01003,Baldwin County,1/1/2006,1/1/2010,Owner occupied,"8,085","4,915","39,910",400,"53,310"
Alabama,05000US01003,Baldwin County,1/1/2006,1/1/2010,Renter occupied,"3,945","2,790","9,250",180,"16,165"
Alabama,05000US01003,Baldwin County,1/1/2007,1/1/2011,Owner occupied,"7,860","5,240","40,370",460,"53,930"
Alabama,05000US01003,Baldwin County,1/1/2007,1/1/2011,Renter occupied,"4,275","2,945","9,374",225,"16,819"
Alabama,05000US01003,Baldwin County,1/1/2008,1/1/2012,Owner occupied,"7,380","5,385","40,670",470,"53,905"
Alabama,05000US01003,Baldwin County,1/1/2008,1/1/2012,Renter occupied,"4,550","3,349","10,565",385,"18,849"
Alabama,05000US01003,Baldwin County,1/1/2009,1/1/2013,Owner occupied,"6,925","5,295","40,480",530,"53,230"
Alabama,05000US01003,Baldwin County,1/1/2009,1/1/2013,Renter occupied,"5,285","3,733","10,605",410,"20,033"
Alabama,05000US01003,Baldwin County,1/1/2010,1/1/2014,Owner occupied,"6,740","5,340","39,460",655,"52,195"
Alabama,05000US01003,Baldwin County,1/1/2010,1/1/2014,Renter occupied,"5,250","3,855","11,335",415,"20,855"
Alabama,05000US01005,Barbour County,1/1/2005,1/1/2009,Owner occupied,"1,473",960,"6,539",875,"9,847"
Alabama,05000US01005,Barbour County,1/1/2005,1/1/2009,Renter occupied,453,115,"1,564",0,"2,132"
Alabama,05000US01005,Barbour County,1/1/2006,1/1/2010,Owner occupied,"1,106",628,"4,809",130,"6,673"
Alabama,05000US01005,Barbour County,1/1/2006,1/1/2010,Renter occupied,597,759,"1,694",84,"3,134"
Alabama,05000US01005,Barbour County,1/1/2007,1/1/2011,Owner occupied,"1,061",591,"4,618",90,"6,360"
Alabama,05000US01005,Barbour County,1/1/2007,1/1/2011,Renter occupied,497,859,"1,753",114,"3,223"
Alabama,05000US01005,Barbour County,1/1/2008,1/1/2012,Owner occupied,"1,017",608,"4,555",120,"6,300"
Alabama,05000US01005,Barbour County,1/1/2008,1/1/2012,Renter occupied,446,755,"1,782",154,"3,137"
Alabama,05000US01005,Barbour County,1/1/2009,1/1/2013,Owner occupied,898,568,"4,658",105,"6,229"
Alabama,05000US01005,Barbour County,1/1/2009,1/1/2013,Renter occupied,473,665,"1,667",164,"2,969"
Alabama,05000US01005,Barbour County,1/1/2010,1/1/2014,Owner occupied,804,527,"4,783",70,"6,184"
Alabama,05000US01005,Barbour County,1/1/2010,1/1/2014,Renter occupied,467,650,"1,676",180,"2,973"
Alabama,05000US01007,Bibb County,1/1/2005,1/1/2009,Owner occupied,671,477,"5,675",199,"7,022"
Alabama,05000US01007,Bibb County,1/1/2005,1/1/2009,Renter occupied,94,0,965,0,"1,059"
Alabama,05000US01007,Bibb County,1/1/2006,1/1/2010,Owner occupied,547,425,"5,169",24,"6,165"
Alabama,05000US01007,Bibb County,1/1/2006,1/1/2010,Renter occupied,295,185,787,0,"1,267"
Alabama,05000US01007,Bibb County,1/1/2007,1/1/2011,Owner occupied,622,463,"4,869",33,"5,987"
Alabama,05000US01007,Bibb County,1/1/2007,1/1/2011,Renter occupied,260,168,789,4,"1,221"
Alabama,05000US01007,Bibb County,1/1/2008,1/1/2012,Owner occupied,672,687,"4,554",60,"5,973"
Alabama,05000US01007,Bibb County,1/1/2008,1/1/2012,Renter occupied,305,223,851,24,"1,403"
Alabama,05000US01007,Bibb County,1/1/2009,1/1/2013,Owner occupied,663,584,"4,324",55,"5,626"
Alabama,05000US01007,Bibb County,1/1/2009,1/1/2013,Renter occupied,264,359,852,24,"1,499"
Alabama,05000US01007,Bibb County,1/1/2010,1/1/2014,Owner occupied,717,627,"4,063",44,"5,451"
Alabama,05000US01007,Bibb County,1/1/2010,1/1/2014,Renter occupied,225,228,"1,112",49,"1,614"
Alabama,05000US01009,Blount County,1/1/2005,1/1/2009,Owner occupied,"1,909","1,405","13,920",454,"17,688"
Alabama,05000US01009,Blount County,1/1/2005,1/1/2009,Renter occupied,300,14,"2,080",0,"2,394"
Alabama,05000US01009,Blount County,1/1/2006,1/1/2010,Owner occupied,"2,115","1,413","13,285",90,"16,903"
Alabama,05000US01009,Blount County,1/1/2006,1/1/2010,Renter occupied,571,530,"2,509",90,"3,700"
Alabama,05000US01009,Blount County,1/1/2007,1/1/2011,Owner occupied,"2,165","1,303","13,170",124,"16,762"
Alabama,05000US01009,Blount County,1/1/2007,1/1/2011,Renter occupied,637,545,"2,949",90,"4,221"
Alabama,05000US01009,Blount County,1/1/2008,1/1/2012,Owner occupied,"2,209","1,399","13,245",194,"17,047"
Alabama,05000US01009,Blount County,1/1/2008,1/1/2012,Renter occupied,567,630,"2,739",34,"3,970"
Alabama,05000US01009,Blount County,1/1/2009,1/1/2013,Owner occupied,"2,349","1,390","13,104",274,"17,117"
Alabama,05000US01009,Blount County,1/1/2009,1/1/2013,Renter occupied,557,584,"2,823",29,"3,993"
Alabama,05000US01009,Blount County,1/1/2010,1/1/2014,Owner occupied,"2,224","1,169","12,655",365,"16,413"
Alabama,05000US01009,Blount County,1/1/2010,1/1/2014,Renter occupied,674,660,"3,099",99,"4,532"
Alabama,05000US01011,Bullock County,1/1/2005,1/1/2009,Owner occupied,561,460,"2,678",324,"4,023"
Alabama,05000US01011,Bullock County,1/1/2005,1/1/2009,Renter occupied,65,10,450,0,525
Alabama,05000US01011,Bullock County,1/1/2006,1/1/2010,Owner occupied,482,155,"2,197",35,"2,869"
Alabama,05000US01011,Bullock County,1/1/2006,1/1/2010,Renter occupied,175,295,383,10,863
Alabama,05000US01011,Bullock County,1/1/2007,1/1/2011,Owner occupied,546,174,"2,234",45,"2,999"
Alabama,05000US01011,Bullock County,1/1/2007,1/1/2011,Renter occupied,174,215,323,55,767
Alabama,05000US01011,Bullock County,1/1/2008,1/1/2012,Owner occupied,431,181,"2,241",40,"2,893"
Alabama,05000US01011,Bullock County,1/1/2008,1/1/2012,Renter occupied,108,209,462,75,854
Alabama,05000US01011,Bullock County,1/1/2009,1/1/2013,Owner occupied,292,270,"2,214",14,"2,790"
Alabama,05000US01011,Bullock County,1/1/2009,1/1/2013,Renter occupied,128,244,544,45,961
Alabama,05000US01011,Bullock County,1/1/2010,1/1/2014,Owner occupied,264,272,"2,134",55,"2,725"
Alabama,05000US01011,Bullock County,1/1/2010,1/1/2014,Renter occupied,128,229,623,30,"1,010"
Alabama,05000US01013,Butler County,1/1/2005,1/1/2009,Owner occupied,950,793,"4,989",310,"7,042"
Alabama,05000US01013,Butler County,1/1/2005,1/1/2009,Renter occupied,408,93,"1,229",0,"1,730"
Alabama,05000US01013,Butler County,1/1/2006,1/1/2010,Owner occupied,726,694,"4,050",55,"5,525"
Alabama,05000US01013,Butler County,1/1/2006,1/1/2010,Renter occupied,513,415,"1,513",64,"2,505"
Alabama,05000US01013,Butler County,1/1/2007,1/1/2011,Owner occupied,744,732,"4,225",65,"5,766"
Alabama,05000US01013,Butler County,1/1/2007,1/1/2011,Renter occupied,518,490,"1,243",94,"2,345"
Alabama,05000US01013,Butler County,1/1/2008,1/1/2012,Owner occupied,754,748,"4,135",95,"5,732"
Alabama,05000US01013,Butler County,1/1/2008,1/1/2012,Renter occupied,572,529,"1,197",109,"2,407"
Alabama,05000US01013,Butler County,1/1/2009,1/1/2013,Owner occupied,787,636,"4,260",90,"5,773"
Alabama,05000US01013,Butler County,1/1/2009,1/1/2013,Renter occupied,685,563,"1,105",94,"2,447"
Alabama,05000US01013,Butler County,1/1/2010,1/1/2014,Owner occupied,662,572,"4,415",110,"5,759"
Alabama,05000US01013,Butler County,1/1/2010,1/1/2014,Renter occupied,660,474,"1,234",115,"2,483"
Alabama,05000US01015,Calhoun County,1/1/2005,1/1/2009,Owner occupied,"4,845","3,130","30,495","2,565","41,035"
Alabama,05000US01015,Calhoun County,1/1/2005,1/1/2009,Renter occupied,"1,840",590,"7,125",0,"9,555"
Alabama,05000US01015,Calhoun County,1/1/2006,1/1/2010,Owner occupied,"4,250","2,974","25,275",330,"32,829"
Alabama,05000US01015,Calhoun County,1/1/2006,1/1/2010,Renter occupied,"2,450","3,040","7,765",359,"13,614"
Alabama,05000US01015,Calhoun County,1/1/2007,1/1/2011,Owner occupied,"4,014","2,933","24,920",284,"32,151"
Alabama,05000US01015,Calhoun County,1/1/2007,1/1/2011,Renter occupied,"2,715","3,155","7,634",244,"13,748"
Alabama,05000US01015,Calhoun County,1/1/2008,1/1/2012,Owner occupied,"3,920","2,900","24,855",275,"31,950"
Alabama,05000US01015,Calhoun County,1/1/2008,1/1/2012,Renter occupied,"2,575","3,180","7,719",335,"13,809"
Alabama,05000US01015,Calhoun County,1/1/2009,1/1/2013,Owner occupied,"3,700","2,815","24,255",259,"31,029"
Alabama,05000US01015,Calhoun County,1/1/2009,1/1/2013,Renter occupied,"2,535","3,350","7,824",459,"14,168"
Alabama,05000US01015,Calhoun County,1/1/2010,1/1/2014,Owner occupied,"3,685","2,665","24,469",250,"31,069"
Alabama,05000US01015,Calhoun County,1/1/2010,1/1/2014,Renter occupied,"2,489","3,610","7,820",359,"14,278"
Alabama,05000US01017,Chambers County,1/1/2005,1/1/2009,Owner occupied,"1,479","1,053","8,724",630,"11,886"
Alabama,05000US01017,Chambers County,1/1/2005,1/1/2009,Renter occupied,540,245,"1,924",0,"2,709"
Alabama,05000US01017,Chambers County,1/1/2006,1/1/2010,Owner occupied,"1,248","1,137","7,304",80,"9,769"
Alabama,05000US01017,Chambers County,1/1/2006,1/1/2010,Renter occupied,777,925,"2,195",14,"3,911"
Alabama,05000US01017,Chambers County,1/1/2007,1/1/2011,Owner occupied,"1,237","1,052","7,333",75,"9,697"
Alabama,05000US01017,Chambers County,1/1/2007,1/1/2011,Renter occupied,797,925,"2,108",54,"3,884"
Alabama,05000US01017,Chambers County,1/1/2008,1/1/2012,Owner occupied,"1,328",961,"7,067",80,"9,436"
Alabama,05000US01017,Chambers County,1/1/2008,1/1/2012,Renter occupied,890,"1,019","2,205",65,"4,179"
Alabama,05000US01017,Chambers County,1/1/2009,1/1/2013,Owner occupied,"1,361","1,004","6,844",125,"9,334"
Alabama,05000US01017,Chambers County,1/1/2009,1/1/2013,Renter occupied,918,"1,220","2,174",110,"4,422"
Alabama,05000US01017,Chambers County,1/1/2010,1/1/2014,Owner occupied,"1,430",999,"6,799",120,"9,348"
Alabama,05000US01017,Chambers County,1/1/2010,1/1/2014,Renter occupied,"1,049","1,044","2,323",154,"4,570"
Alabama,05000US01019,Cherokee County,1/1/2005,1/1/2009,Owner occupied,"1,379",631,"7,025",230,"9,265"
Alabama,05000US01019,Cherokee County,1/1/2005,1/1/2009,Renter occupied,213,30,"1,325",0,"1,568"
Alabama,05000US01019,Cherokee County,1/1/2006,1/1/2010,Owner occupied,"1,243",604,"6,920",25,"8,792"
Alabama,05000US01019,Cherokee County,1/1/2006,1/1/2010,Renter occupied,510,280,"1,705",54,"2,549"
Alabama,05000US01019,Cherokee County,1/1/2007,1/1/2011,Owner occupied,"1,315",725,"6,625",40,"8,705"
Alabama,05000US01019,Cherokee County,1/1/2007,1/1/2011,Renter occupied,625,354,"1,789",20,"2,788"
Alabama,05000US01019,Cherokee County,1/1/2008,1/1/2012,Owner occupied,"1,249",924,"6,515",59,"8,747"
Alabama,05000US01019,Cherokee County,1/1/2008,1/1/2012,Renter occupied,534,350,"2,118",15,"3,017"
Alabama,05000US01019,Cherokee County,1/1/2009,1/1/2013,Owner occupied,"1,334","1,013","6,435",64,"8,846"
Alabama,05000US01019,Cherokee County,1/1/2009,1/1/2013,Renter occupied,504,488,"1,760",10,"2,762"
Alabama,05000US01019,Cherokee County,1/1/2010,1/1/2014,Owner occupied,"1,314","1,072","6,609",73,"9,068"
Alabama,05000US01019,Cherokee County,1/1/2010,1/1/2014,Renter occupied,547,474,"1,590",30,"2,641"
Alabama,05000US01021,Chilton County,1/1/2005,1/1/2009,Owner occupied,"1,787","1,499","10,420",590,"14,296"
Alabama,05000US01021,Chilton County,1/1/2005,1/1/2009,Renter occupied,634,110,"2,060",0,"2,804"
Alabama,05000US01021,Chilton County,1/1/2006,1/1/2010,Owner occupied,"1,547","1,453","9,354",70,"12,424"
Alabama,05000US01021,Chilton County,1/1/2006,1/1/2010,Renter occupied,830,713,"2,410",180,"4,133"
Alabama,05000US01021,Chilton County,1/1/2007,1/1/2011,Owner occupied,"1,333","1,352","9,540",47,"12,272"
Alabama,05000US01021,Chilton County,1/1/2007,1/1/2011,Renter occupied,715,829,"2,329",160,"4,033"
Alabama,05000US01021,Chilton County,1/1/2008,1/1/2012,Owner occupied,"1,287","1,274","9,635",43,"12,239"
Alabama,05000US01021,Chilton County,1/1/2008,1/1/2012,Renter occupied,684,849,"2,350",180,"4,063"
Alabama,05000US01021,Chilton County,1/1/2009,1/1/2013,Owner occupied,"1,092","1,093","9,835",65,"12,085"
Alabama,05000US01021,Chilton County,1/1/2009,1/1/2013,Renter occupied,785,873,"2,309",175,"4,142"
Alabama,05000US01021,Chilton County,1/1/2010,1/1/2014,Owner occupied,"1,193","1,118","9,895",54,"12,260"
Alabama,05000US01021,Chilton County,1/1/2010,1/1/2014,Renter occupied,785,737,"2,349",144,"4,015"
Alabama,05000US01023,Choctaw County,1/1/2005,1/1/2009,Owner occupied,607,348,"4,205",200,"5,360"
Alabama,05000US01023,Choctaw County,1/1/2005,1/1/2009,Renter occupied,90,60,528,0,678
Alabama,05000US01023,Choctaw County,1/1/2006,1/1/2010,Owner occupied,442,318,"3,680",104,"4,544"
Alabama,05000US01023,Choctaw County,1/1/2006,1/1/2010,Renter occupied,89,120,551,0,760
Alabama,05000US01023,Choctaw County,1/1/2007,1/1/2011,Owner occupied,503,423,"3,409",70,"4,405"
Alabama,05000US01023,Choctaw County,1/1/2007,1/1/2011,Renter occupied,119,124,543,0,786
Alabama,05000US01023,Choctaw County,1/1/2008,1/1/2012,Owner occupied,481,450,"3,460",84,"4,475"
Alabama,05000US01023,Choctaw County,1/1/2008,1/1/2012,Renter occupied,99,139,605,14,857
Alabama,05000US01023,Choctaw County,1/1/2009,1/1/2013,Owner occupied,421,445,"3,649",109,"4,624"
Alabama,05000US01023,Choctaw County,1/1/2009,1/1/2013,Renter occupied,121,144,609,24,898
Alabama,05000US01023,Choctaw County,1/1/2010,1/1/2014,Owner occupied,458,459,"3,555",74,"4,546"
Alabama,05000US01023,Choctaw County,1/1/2010,1/1/2014,Renter occupied,172,152,628,33,985
Alabama,05000US01025,Clarke County,1/1/2005,1/1/2009,Owner occupied,829,973,"6,154",359,"8,315"
Alabama,05000US01025,Clarke County,1/1/2005,1/1/2009,Renter occupied,250,70,"1,055",0,"1,375"
Alabama,05000US01025,Clarke County,1/1/2006,1/1/2010,Owner occupied,747,847,"5,544",175,"7,313"
Alabama,05000US01025,Clarke County,1/1/2006,1/1/2010,Renter occupied,454,273,987,95,"1,809"
Alabama,05000US01025,Clarke County,1/1/2007,1/1/2011,Owner occupied,791,874,"5,189",155,"7,009"
